城市,景点名称,景点类型,最佳季节,评分,门票价格,推荐游玩时长,简介,经度,纬度
营口市,观海堤,风景名胜,全年,4.1,免费,2-3小时,熊岳镇鲅鱼圈区经济开发区山海广场渤海明珠观景台内,122.082375,40.221070
阜新市,解放广场,风景名胜,全年,4.5,免费,2-3小时,西山路与解放广场交汇处,121.654013,42.014592
阜新市,人民公园,风景名胜,全年,4.3,免费,2-3小时,民族街40号(近花园市场东门),121.659089,42.021555
阜新市,海州露天矿国家矿山公园,风景名胜,全年,4.6,免费,2-3小时,高德街道煤城路与太平大街交汇处,121.687797,42.002281
阜新市,玉龙湖公园,风景名胜,全年,4.5,免费,2-3小时,玉龙街道解放大街玉龙湖,121.643179,42.046311
阜新市,三一八公园,风景名胜,全年,4.3,免费,2-3小时,育红路22-6-1门,121.640240,42.000479
阜新市,红树广场,风景名胜,全年,4.2,免费,2-3小时,红树路33号,121.677789,42.012011
阜新市,海州庙,风景名胜,全年,4.4,免费,2-3小时,海州街113号海州庙会,121.649410,42.006233
阜新市,太平体育公园,风景名胜,全年,4.3,免费,2-3小时,"红河街以西,红工路以北,玉带园小区以东,细河以南",121.688143,42.019384
阜新市,阜新万人坑死难矿工纪念馆,风景名胜,全年,4.3,免费,2-3小时,新园街1号,121.700470,41.976141
阜新市,细河公园,风景名胜,全年,4.0,免费,2-3小时,利民路与滨河路交汇北200米,121.669223,42.013698
阜新市,西山水塔公园,风景名胜,全年,4.2,免费,2-3小时,开源路,121.646110,42.005802
阜新市,阜新宝地斯帕温泉度假区,风景名胜,全年,4.7,免费,2-3小时,东梁镇宝地斯帕温泉小镇(阜锦高速口南行3.5公里),121.546814,41.932446
阜新市,海棠山风景区,风景名胜,全年,4.6,免费,2-3小时,大板镇大板村西北2公里处,121.822378,41.920970
阜新市,瑞应寺,风景名胜,全年,4.7,免费,2-3小时,佛寺镇佛寺村本街,121.446309,41.938088
阜新市,太平寺,风景名胜,全年,4.1,免费,2-3小时,红纬路17号,121.686300,42.012986
阜新市,月亮湾森林公园,风景名胜,全年,4.2,免费,2-3小时,西环路北头,121.633720,42.026590
阜新市,街心广场(电工街),风景名胜,全年,4.1,免费,2-3小时,中华路86号,121.651928,42.014086
阜新市,太平钟楼,风景名胜,全年,4.1,免费,2-3小时,煤城路,121.678674,42.002703
阜新市,塔山风景区,风景名胜,全年,4.3,免费,2-3小时,905县道西100米,121.767845,41.982307
阜新市,松涛湖,风景名胜,全年,4.3,免费,2-3小时,四合镇,121.597120,42.059085
阜新市,月亮广场,风景名胜,全年,4.0,免费,2-3小时,细河公园(西南角),121.668600,42.013276
阜新市,关山沟景区,风景名胜,全年,4.2,免费,2-3小时,市环线东瓦村,121.717325,41.966037
阜新市,青年创业广场,风景名胜,全年,3.4,免费,2-3小时,中华路104号14附近,121.636798,42.008383
阜新市,人民广场(人民大街),风景名胜,全年,4.0,免费,2-3小时,人民大街,121.669464,42.021021
阜新市,清真寺,风景名胜,全年,4.0,免费,2-3小时,前进路东出口,121.680788,42.024522
阜新市,市北森林公园,风景名胜,全年,4.1,免费,2-3小时,龙湖路与解放大街交叉口西南400米,121.641009,42.038934
阜新市,建设广场,风景名胜,全年,3.9,免费,2-3小时,红树路106号312号,121.664122,42.002825
阜新市,希日塔拉公园,风景名胜,全年,4.2,免费,2-3小时,人民大街73号,121.742801,42.046425
阜新市,文殊寺,风景名胜,全年,3.9,免费,2-3小时,海新路194号,121.716972,42.018909
阜新市,金刚城报恩禅寺,风景名胜,全年,4.2,免费,2-3小时,松涛湖风景区,121.608276,42.056061
阜新市,迎宾广场(迎宾大街),风景名胜,全年,3.9,免费,2-3小时,迎宾广场与阜锦公路交叉口东60米,121.623913,42.002540
阜新市,水上公园,风景名胜,全年,4.0,免费,2-3小时,海新路东段,121.736019,42.033528
阜新市,东苑小区公园,风景名胜,全年,4.0,免费,2-3小时,玫瑰巷9号,121.674455,42.027451
阜新市,吉祥寺,风景名胜,全年,4.2,免费,2-3小时,公官营子村101国道北2.5公里,121.600565,42.115407
阜新市,高山风电景区,风景名胜,全年,4.2,免费,2-3小时,南高线,121.843703,42.017310
阜新市,佛山禅寺,风景名胜,全年,4.2,免费,2-3小时,新民镇上排村?,121.746519,41.896888
阜新市,毛主席铜像,风景名胜,全年,4.0,免费,2-3小时,中华路附近,121.654029,42.014587
阜新市,蒙古贞广场,风景名胜,全年,4.1,免费,2-3小时,文化路与光华路交汇处,121.738433,42.057431
阜新市,古香园,风景名胜,全年,3.9,免费,2-3小时,矿工大街9-1-205号,121.631121,42.012475
阜新市,希日塔拉公园-成吉思汗广场,风景名胜,全年,4.1,免费,2-3小时,城区街道希日塔拉公园(东北角),121.743844,42.047094
阜新市,德惠寺,风景名胜,全年,4.1,免费,2-3小时,王府互通与101国道交叉口东480米,121.499380,42.075119
阜新市,时轮金刚塔(前广场),风景名胜,全年,4.2,免费,2-3小时,北舍线与石佛路交叉口南440米,121.450282,41.930435
阜新市,市北游园,风景名胜,全年,4.0,免费,2-3小时,市北新村,121.638491,42.033045
阜新市,西扣莫小河,风景名胜,全年,4.3,免费,2-3小时,阜蒙县宏祥气体有限公司东侧330米,121.709293,42.085840
阜新市,七家子水库,风景名胜,全年,4.1,免费,2-3小时,[],121.844273,42.037160
阜新市,南山纪念园,风景名胜,全年,4.0,免费,2-3小时,孙家湾街道纵横温泉滑雪场附近,121.694024,41.977628
阜新市,小小动物园,风景名胜,全年,4.0,免费,2-3小时,人民公园内(北侧),121.659550,42.023920
阜新市,高德天主教堂,风景名胜,全年,3.8,免费,2-3小时,一坑11号楼东平房,121.703056,42.012353
阜新市,弥陀寺,风景名胜,全年,3.9,免费,2-3小时,东新大街与高原路交叉口北300米,121.703776,42.009903
阜新市,平安寺,风景名胜,全年,4.0,免费,2-3小时,矿联路与煤城西路交叉口南,121.623981,41.969472
阜新市,积庆寺,风景名胜,全年,4.1,免费,2-3小时,907县道,121.769441,41.981281
阜新市,阜新森居露营公园,风景名胜,全年,4.4,免费,2-3小时,四合镇新地村,121.592005,41.955123
阜新市,海棠山风景区-海棠山普安寺,风景名胜,全年,4.0,免费,2-3小时,大板镇935乡道海棠山风景区,121.848974,41.940317
阜新市,双塔维佛寺,风景名胜,全年,4.1,免费,2-3小时,吐呼噜村,121.529847,41.920816
阜新市,益民公园,风景名胜,全年,4.1,免费,2-3小时,丽水街,121.785380,42.078310
阜新市,正觉寺,风景名胜,全年,4.0,免费,2-3小时,利民路与四合大街交叉口西南120米,121.614635,42.029520
阜新市,瑞应寺舍利庙,风景名胜,全年,4.0,免费,2-3小时,[],121.426481,41.953411
阜新市,阜新小天池,风景名胜,全年,4.2,免费,2-3小时,[],121.537145,41.980596
阜新市,龙海禅寺,风景名胜,全年,3.9,免费,2-3小时,市环线,121.770686,42.021705
阜新市,乌兰木图山,风景名胜,全年,4.5,免费,2-3小时,宫八线,121.449269,42.305750
阜新市,阜新玉龙湖公园健身广场,风景名胜,全年,3.8,免费,2-3小时,玉龙湖公园(东南角),121.645176,42.044443
阜新市,高德寺,风景名胜,全年,3.9,免费,2-3小时,煤城东路高德三小区,121.696042,42.010472
阜新市,龙王庙,风景名胜,全年,3.8,免费,2-3小时,G4513奈营高速,121.741323,42.149497
阜新市,恒山公园,风景名胜,全年,3.7,免费,2-3小时,延安路与衡山街交叉口西南80米,121.644564,42.005173
阜新市,高山区风景区,风景名胜,全年,4.1,免费,2-3小时,[],121.852477,41.989718
阜新市,西颐园,风景名胜,全年,3.7,免费,2-3小时,中华路与青年街交叉口西100米,121.629592,42.006542
阜新市,黑虎洞景区,风景名胜,全年,4.0,免费,2-3小时,[],121.912544,42.058327
阜新市,阜新市中西部煤矿区公园,风景名胜,全年,3.7,免费,2-3小时,孙家湾路附近,121.715536,41.997885
阜新市,一世活佛禅修遗址,风景名胜,全年,4.0,免费,2-3小时,[],121.471429,41.923458
阜新市,塔山塔,风景名胜,全年,4.0,免费,2-3小时,[],121.422730,42.161439
阜新市,关公庙,风景名胜,全年,4.0,免费,2-3小时,石佛路与北舍线交叉口西440米,121.444628,41.935354
阜新市,弘法寺,风景名胜,全年,3.8,免费,2-3小时,水泉镇高德营子村1组,121.723832,41.988304
阜新市,新邱公园,风景名胜,全年,3.9,免费,2-3小时,新邱站南300米,121.796673,42.092546
阜新市,阜新市太平区孙家湾清真寺,风景名胜,全年,3.8,免费,2-3小时,高原路2栋附近,121.709774,42.008416
阜新市,开发区宏恩基督教堂,风景名胜,全年,3.9,免费,2-3小时,新都路与玉锦路交叉口东北60米,121.618611,41.992670
阜新市,利民园,风景名胜,全年,3.8,免费,2-3小时,建设路与荣胜街交汇北30米,121.663746,42.013851
阜新市,龙泉神树,风景名胜,全年,4.0,免费,2-3小时,[],121.412918,41.951429
阜新市,煤海念佛堂,风景名胜,全年,3.7,免费,2-3小时,煤城东路与机修街交叉口西240米,121.672741,41.999928
阜新市,瑞应湖旅游度假区,风景名胜,全年,4.0,免费,2-3小时,佛寺镇解放村,121.489189,41.932526
阜新市,天水谷,风景名胜,全年,3.9,免费,2-3小时,韩家店镇中华路,121.579106,41.918932
阜新市,细河区体育公园,风景名胜,全年,3.8,免费,2-3小时,华东街122号,121.696792,42.024537
阜新市,伊码图湿地公园,风景名胜,全年,3.9,免费,2-3小时,[],121.544979,41.815064
阜新市,绿度母庙,风景名胜,全年,3.9,免费,2-3小时,石佛路与北舍线交叉口西460米,121.444450,41.933480
阜新市,吉庆寺,风景名胜,全年,3.7,免费,2-3小时,积庆寺如意塔西南侧50米,121.776841,41.970365
阜新市,阜新市网红打卡墙,风景名胜,全年,3.7,免费,2-3小时,北新路103号,121.643431,42.032248
阜新市,清河门区政府广场,风景名胜,全年,4.0,免费,2-3小时,新区路与乐学巷交叉口北180米,121.417451,41.784581
阜新市,阜新市三一八烈士陵园,风景名胜,全年,0.0,免费,2-3小时,新华街147号,121.640865,41.999649
阜新市,塔山山顶亭,风景名胜,全年,3.6,免费,2-3小时,G4513奈营高速,121.791556,41.974359
阜新市,灵缘禅寺,风景名胜,全年,4.0,免费,2-3小时,[],121.826273,41.789378
阜新市,月亮湾森林公园吊桥,风景名胜,全年,3.5,免费,2-3小时,兴工路70号,121.631350,42.026077
阜新市,东湖体育公园,风景名胜,全年,4.3,免费,2-3小时,正阳街东.北新路南.东风路北.原制酒一厂的西侧,121.674734,42.037077
阜新市,黄家沟旅游度假区(暂停开放),风景名胜,全年,4.3,免费,2-3小时,黄家沟村,121.612515,42.065905
阜新市,如来寺,风景名胜,全年,3.8,免费,2-3小时,华东街7-463,121.673739,42.038626
阜新市,儿童公园,风景名胜,全年,4.1,免费,2-3小时,西山街道西山路43号,121.643248,42.009000
阜新市,卧龙山甘露禅寺,风景名胜,全年,4.1,免费,2-3小时,卧龙山甘露禅寺(宫八线北),121.630163,42.134148
阜新市,玉龙公园,风景名胜,全年,3.9,免费,2-3小时,繁荣大街101号,121.754179,42.052464
阜新市,白泉景区,风景名胜,全年,3.9,免费,2-3小时,大板镇衙门村,121.900830,41.998975
阜新市,三塔沟自然生态风景区(暂停开放),风景名胜,全年,3.9,免费,2-3小时,大板镇大排线附近,121.801540,41.896181
阜新市,宝力根寺-达木津庙,风景名胜,全年,4.1,免费,2-3小时,朝衙线宝力根寺,121.898934,41.999508
阜新市,阜新弹跳元素亲子游乐场,风景名胜,全年,3.9,免费,2-3小时,西苑街道海清路与新美街交叉路口往西南约80米,121.601483,41.985924
阜新市,城西健身广场,风景名胜,全年,3.8,免费,2-3小时,煤城西路,121.613421,41.968396
阜新市,毛岭沟景区,风景名胜,全年,4.0,免费,2-3小时,三沟精神主题广场西侧,121.254506,41.906268
阜新市,海棠山国家级自然保护区,风景名胜,全年,3.8,免费,2-3小时,大板镇935乡道北100米,121.867141,41.932880
阜新市,如来八塔,风景名胜,全年,3.8,免费,2-3小时,佛寺镇石佛路,121.443121,41.932949
阜新市,钟楼,风景名胜,全年,3.8,免费,2-3小时,松涛湖风景区金刚城报恩禅寺内(南侧),121.608125,42.055449
阜新市,积庆寺如意塔,风景名胜,全年,3.6,免费,2-3小时,吉庆寺东北侧50米,121.777395,41.970711
阜新市,关山省级自然保护区,风景名胜,全年,3.7,免费,2-3小时,大巴镇车新村,121.977486,42.138703
阜新市,阜新职工文化广场,风景名胜,全年,3.3,免费,2-3小时,人民大街与顺吉路交叉口西南300米,121.672279,42.012643
阜新市,普康寺,风景名胜,全年,3.8,免费,2-3小时,[],121.380081,41.931599
阜新市,老鹰山,风景名胜,全年,3.8,免费,2-3小时,[],121.740675,42.206859
阜新市,展凤堂,风景名胜,全年,3.8,免费,2-3小时,祥宇一品人民大街北段46-39门,121.662888,42.031743
阜新市,慈航禅寺,风景名胜,全年,3.8,免费,2-3小时,[],121.457399,41.812123
阜新市,阜新大法王寺(建设中),风景名胜,全年,3.8,免费,2-3小时,[],121.501310,41.817861
阜新市,广缘寺,风景名胜,全年,3.8,免费,2-3小时,[],121.552979,41.901787
阜新市,阜蒙县城区基督教堂,风景名胜,全年,3.4,免费,2-3小时,人民大街与爱国路交叉口南40米,121.743184,42.056683
阜新市,弘愿阁,风景名胜,全年,3.7,免费,2-3小时,红纬路19-6-07号,121.683075,42.011376
阜新市,站前游园,风景名胜,全年,3.5,免费,2-3小时,振兴路与站东街交叉口南80米,121.639669,41.988638
阜新市,幸福广场,风景名胜,全年,3.9,免费,2-3小时,东光路与高东二街交叉口东北300米,121.715644,42.008171
阜新市,阜蒙县鲁家荒天主堂,风景名胜,全年,3.8,免费,2-3小时,二富线,121.976022,41.930910
阜新市,龙王殿,风景名胜,全年,3.6,免费,2-3小时,海棠山风景区-海棠山普安寺西北侧70米,121.848273,41.940762
阜新市,迎宾园,风景名胜,全年,3.3,免费,2-3小时,繁荣大街104号,121.756661,42.053809
阜新市,动物之家-猕猴,风景名胜,全年,3.8,免费,2-3小时,黄家沟村休闲营地动物之家,121.607094,42.077411
阜新市,土地庙,风景名胜,全年,3.6,免费,2-3小时,西四道岭附近,121.524338,41.959765
阜新市,阜新大青山景区,风景名胜,全年,3.9,免费,2-3小时,[],121.272497,41.807351
阜新市,阜新市太平东山基督教堂,风景名胜,全年,3.1,免费,2-3小时,高原路与高东二街交叉口西360米,121.707981,42.008063
阜新市,五龙健身广场,风景名胜,全年,3.7,免费,2-3小时,原五龙派出所后身,121.640932,41.986261
阜新市,五岳山佛寺,风景名胜,全年,3.4,免费,2-3小时,东新大街与煤城东路交叉口东南200米,121.699807,42.012627
阜新市,薰衣草花田,风景名胜,全年,3.9,免费,2-3小时,黄家沟村休闲营地,121.608708,42.077170
阜新市,大雄寳殿,风景名胜,全年,3.4,免费,2-3小时,金刚城报恩禅寺内(北侧),121.608107,42.056592
阜新市,烟台营子菩提塔,风景名胜,全年,3.8,免费,2-3小时,蒙古贞庄园西北侧270米,121.571113,42.002763
阜新市,佛缘精舍,风景名胜,全年,3.7,免费,2-3小时,长营子镇长营子村,121.768834,42.081404
阜新市,观景崖,风景名胜,全年,3.6,免费,2-3小时,风景区西侧,121.852422,41.989706
阜新市,鼓楼,风景名胜,全年,3.1,免费,2-3小时,松涛湖风景区金刚城报恩禅寺(西南角),121.607967,42.055453
阜新市,张三丰仙居,风景名胜,全年,4.2,免费,2-3小时,101国道与建塔线交叉口西北80米,122.034296,42.399501
阜新市,米家桥东健身广场,风景名胜,全年,3.6,免费,2-3小时,米家小区内,121.756797,42.037457
阜新市,阜新老街,风景名胜,全年,3.3,免费,2-3小时,东光路与东新大街交叉口东北200米,121.707904,42.003393
阜新市,文化广场,风景名胜,全年,3.2,免费,2-3小时,站东街50-4-313号附近,121.644746,41.987564
阜新市,清代柳条边墙遗址,风景名胜,全年,3.7,免费,2-3小时,799乡道,121.511409,41.764663
阜新市,中日友好林,风景名胜,全年,3.5,免费,2-3小时,黄家沟村内黄家沟旅游度假区,121.606978,42.058561
阜新市,优乐美小广场,风景名胜,全年,3.6,免费,2-3小时,朱苍线,121.898140,42.133962
阜新市,红色文化广场,风景名胜,全年,3.5,免费,2-3小时,兴隆路与河汇街交叉口北40米,121.785969,42.084298
阜新市,党旗先锋主题公园,风景名胜,全年,3.6,免费,2-3小时,阜东线(王营医院东南侧约200米),121.606212,41.943381
阜新市,百年国际赛道城2号综合赛道公园,风景名胜,全年,3.7,免费,2-3小时,阜邱线与汇丰路交叉口东400米,121.802057,42.090879
阜新市,天王殿,风景名胜,全年,3.3,免费,2-3小时,金刚城报恩禅寺(西南角),121.608044,42.055687
阜新市,沙滩浴场,风景名胜,全年,3.9,免费,2-3小时,黄家沟村休闲营地,121.611941,42.079301
阜新市,道德玄风,风景名胜,全年,3.0,免费,2-3小时,红纬路与太平大街交叉口东北160米,121.681538,42.010703
阜新市,老爷庙弥陀禅寺,风景名胜,全年,4.0,免费,2-3小时,乌龙坝镇老爷庙村,121.483789,41.728094
阜新市,三合村芍药花海,风景名胜,全年,3.6,免费,2-3小时,[],121.840369,41.920426
阜新市,秋吟禅寺,风景名胜,全年,3.3,免费,2-3小时,新民镇扎兰营子村,121.648252,41.826144
阜新市,老爷庙,风景名胜,全年,3.4,免费,2-3小时,京沈线,121.305564,42.025806
阜新市,仙月阁,风景名胜,全年,3.5,免费,2-3小时,西环路89号,121.633912,42.013651
阜新市,三沟精神纪念馆,风景名胜,全年,3.7,免费,2-3小时,汤毛线,121.307700,41.932151
阜新市,持明殿郝冬站岗处,风景名胜,全年,3.2,免费,2-3小时,935乡道海棠山景区山顶,121.844488,41.938841
阜新市,汉唐子苏,风景名胜,全年,2.8,免费,2-3小时,中华路与前进路交叉口北220米,121.683532,42.027428
阜新市,梵宫圣像,风景名胜,全年,3.0,免费,2-3小时,新渠路与矿工大街交叉口东北200米,121.635025,42.011281
阜新市,关山敖包,风景名胜,全年,3.7,免费,2-3小时,车新村四组26号关山风景区内,121.989130,42.138973
阜新市,乌兰英雄纪念馆,风景名胜,全年,3.5,免费,2-3小时,G101(京沈线),121.320927,42.029265
阜新市,益民游园,风景名胜,全年,3.7,免费,2-3小时,新邱大街394-3,121.785637,42.079492
阜新市,翠城口袋公园,风景名胜,全年,3.2,免费,2-3小时,[],121.723973,42.010049
阜新市,铁路南驿园,风景名胜,全年,3.4,免费,2-3小时,南驿小区附近,121.630745,41.984949
阜新市,宝地温泉小镇-宝地禅林,风景名胜,全年,3.1,免费,2-3小时,宝地温泉小镇温泉公寓A座西北侧200米,121.545602,41.933094
阜新市,展风堂,风景名胜,全年,2.5,免费,2-3小时,人民大街与东风路交叉口北60米,121.662804,42.031786
阜新市,元宝山,风景名胜,全年,3.6,免费,2-3小时,佛寺镇G2512阜锦高速,121.457527,41.975158
阜新市,圣魂敖包,风景名胜,全年,3.7,免费,2-3小时,关山风景区内,121.974535,42.152903
阜新市,动物之家-鸵鸟,风景名胜,全年,3.5,免费,2-3小时,黄家沟村休闲营地动物之家,121.607122,42.076143
阜新市,高空观览车,风景名胜,全年,3.4,免费,2-3小时,民族街人民公园,121.658090,42.020711
阜新市,生命堂,风景名胜,全年,3.2,免费,2-3小时,高原路北50米,121.708189,42.007816
阜新市,龙华寺,风景名胜,全年,3.7,免费,2-3小时,清稍线与204省道交叉口西360米,121.412496,41.759376
阜新市,牡丹园,风景名胜,全年,3.4,免费,2-3小时,黄家沟村休闲营地,121.605884,42.073778
阜新市,慈善佛殿,风景名胜,全年,3.2,免费,2-3小时,新建路与海州街交叉口西100米,121.641448,42.017790
阜新市,查海文旅小镇,风景名胜,全年,3.4,免费,2-3小时,查海博物馆南,121.807664,42.185958
阜新市,花季生态园,风景名胜,全年,3.1,免费,2-3小时,G2512阜锦高速花季生态园附近,121.490017,41.883113
阜新市,宁泽园-东一门人行门,风景名胜,全年,3.3,免费,2-3小时,米兰西点(阜新店),121.670188,42.019196
阜新市,睦州古城遗址,风景名胜,全年,2.6,免费,2-3小时,红帽子镇附近,121.457212,42.135570
阜新市,静恩堂,风景名胜,全年,3.2,免费,2-3小时,东驿西区站东街21网点,121.639370,41.990101
阜新市,黄家沟花卉长廊,风景名胜,全年,3.6,免费,2-3小时,黄家沟村休闲营地,121.609307,42.074440
阜新市,妙音阁,风景名胜,全年,3.2,免费,2-3小时,孙家湾路高德花园-一号小区,121.695991,42.014896
阜新市,衙门村文化广场,风景名胜,全年,3.1,免费,2-3小时,文化广场衙门村文化广场附近,121.908359,41.976871
阜新市,佛道仙,风景名胜,全年,3.4,免费,2-3小时,红纬路与太平大街交叉口东北80米,121.680580,42.010313
阜新市,少年强科技文化广场,风景名胜,全年,2.9,免费,2-3小时,东风路(紫金财富广场),121.627207,42.022205
阜新市,健康主题公园,风景名胜,全年,3.3,免费,2-3小时,园林路与民族街交叉口东北60米,121.657688,42.018535
阜新市,塔营子古城址,风景名胜,全年,4.0,免费,2-3小时,塔平线东50米,122.060681,42.436533
阜新市,大杨0708民宿(阜新东梁镇店),风景名胜,全年,3.1,免费,2-3小时,204省道与东牛线交叉口南380米,121.550644,41.935066
阜新市,路地共建主题公园,风景名胜,全年,2.8,免费,2-3小时,振兴路与西阜二街交叉口东北60米,121.630596,41.984715
阜新市,善法阁,风景名胜,全年,3.1,免费,2-3小时,八一路与玫瑰巷交叉口西南20米,121.673644,42.029842
阜新市,阜新八道河省级湿地公园管理处,风景名胜,全年,3.5,免费,2-3小时,国有阜新蒙古族自治县大巴林场院内,122.022735,42.101867
阜新市,大雁湖,风景名胜,全年,3.7,免费,2-3小时,[],122.124548,42.290077
阜新市,油菜花田,风景名胜,全年,3.4,免费,2-3小时,黄家沟村休闲营地,121.615672,42.080031
阜新市,秋水仙阁,风景名胜,全年,3.7,免费,2-3小时,智发静颐园小区1号网店-29号秋水仙阁,121.743032,42.059045
阜新市,高山台省级森林公园,风景名胜,全年,4.1,免费,2-3小时,101国道附近,122.491145,42.364013
阜新市,友谊亭,风景名胜,全年,2.9,免费,2-3小时,建新路与丽水街交叉口东北160米,121.788392,42.077369
阜新市,都尔鼻城静王府,风景名胜,全年,4.1,免费,2-3小时,五峰镇东南段村张家街2号,122.509490,42.359778
阜新市,德力格尔风景区(暂停开放),风景名胜,全年,4.5,免费,2-3小时,大德镇德力格尔草原风景区售票处北侧190米,122.631158,42.586953
阜新市,体智能乐园,风景名胜,全年,2.8,免费,2-3小时,矿工大街42-2号附近,121.638185,42.000930
阜新市,玉龙公园-东北,风景名胜,全年,3.0,免费,2-3小时,繁荣大街101号玉龙公园(东北角),121.755197,42.053885
阜新市,宝地文化广场,风景名胜,全年,3.3,免费,2-3小时,204省道与东牛线交叉口南460米,121.550433,41.934402
阜新市,辽玲珑古塔,风景名胜,全年,3.9,免费,2-3小时,[],122.310155,42.130716
阜新市,祝惜墨广场,风景名胜,全年,3.3,免费,2-3小时,太平大街与红南路交叉口东260米,121.681607,42.011773
阜新市,天歌广场,风景名胜,全年,4.2,免费,2-3小时,彰武镇人民大街53-3号,122.543971,42.386989
阜新市,阜新市彰武县清真寺,风景名胜,全年,3.9,免费,2-3小时,清真路馨悦家园,122.531809,42.381112
阜新市,阜新蒙古族自治县哈达户稍烈士陵园,风景名胜,全年,0.0,免费,2-3小时,哈达户稍镇哈达户稍村,121.668375,42.285093
阜新市,焱烧圣祭堂,风景名胜,全年,3.0,免费,2-3小时,文杰篷布厂西北侧60米,121.761917,42.038866
阜新市,创业文化广场,风景名胜,全年,3.8,免费,2-3小时,诚信路艾友派出所北100米,121.417580,41.793936
阜新市,才俊大院,风景名胜,全年,3.4,免费,2-3小时,柳家沟,121.787312,42.025706
阜新市,云台松,风景名胜,全年,2.9,免费,2-3小时,海棠山风景区-海棠山普安寺西北侧110米,121.847996,41.941050
阜新市,大清沟(不对外开放),风景名胜,全年,4.3,免费,2-3小时,[],122.226955,42.713832
阜新市,善缘禅寺,风景名胜,全年,3.8,免费,2-3小时,[],122.114960,42.481866
阜新市,阜新县大固本镇扁担村西扁担广场,风景名胜,全年,3.6,免费,2-3小时,扁担营子附近,122.187491,42.277698
阜新市,观语阁,风景名胜,全年,3.0,免费,2-3小时,步行街与大众步行街交叉口北80米,121.661602,42.011130
阜新市,惠音巴雅尔民族文化广场,风景名胜,全年,3.4,免费,2-3小时,石佛路,121.409806,41.921335
阜新市,千佛山风景区,风景名胜,全年,4.2,免费,2-3小时,大四家子乡阿古庙屯,122.878444,42.557752
阜新市,彰武大觉寺,风景名胜,全年,3.7,免费,2-3小时,哈尔套黑龙山村,122.199622,42.494335
阜新市,阜新泓泉里景区,风景名胜,全年,3.2,免费,2-3小时,白泉景区东南侧310米,121.902826,41.996592
阜新市,柳河公园,风景名胜,全年,4.0,免费,2-3小时,新兴路78号,122.515912,42.367994
阜新市,慈悲堂,风景名胜,全年,2.9,免费,2-3小时,银杏巷东苑小区-北区,121.673285,42.027711
阜新市,慈雲阁,风景名胜,全年,3.1,免费,2-3小时,河西镇正府对面,121.412644,41.786912
阜新市,灵威堂,风景名胜,全年,1.8,免费,2-3小时,红树路与红树广场交叉口西80米,121.676587,42.011498
辽阳市,东京城遗址公园,风景名胜,全年,4.4,免费,2-3小时,东京陵街道中华大街东京陵乡新城村,123.239602,41.277581
辽阳市,白塔公园,风景名胜,全年,4.7,免费,2-3小时,中华大街一段60号,123.175928,41.278867
辽阳市,白塔公园-辽阳广佑寺景区,风景名胜,全年,4.7,免费,2-3小时,中华大街93-1号,123.177137,41.279164
辽阳市,东京陵,风景名胜,全年,4.4,免费,2-3小时,东京陵街道东京陵村,123.251311,41.298064
辽阳市,辽阳河东广场,风景名胜,全年,4.2,免费,2-3小时,新城路,123.233919,41.266389
辽阳市,天佑门,风景名胜,全年,4.2,免费,2-3小时,101省道,123.236830,41.273632
辽阳市,龙鼎山风景区,风景名胜,全年,4.6,免费,2-3小时,新村街道健康路世纪龙鼎南行400米,123.220076,41.184001
辽阳市,曹雪芹纪念馆,风景名胜,全年,4.4,免费,2-3小时,武圣路卧狮胡同2号,123.179549,41.266815
辽阳市,辽阳龙石风景旅游区,风景名胜,全年,4.4,免费,2-3小时,东环路39号,123.242634,41.184956
辽阳市,文庙广场,风景名胜,全年,4.2,免费,2-3小时,文圣路,123.198897,41.261817
辽阳市,王尔烈纪念馆,风景名胜,全年,4.4,免费,2-3小时,武圣路206号,123.178550,41.265543
辽阳市,人参谷森林公园,风景名胜,全年,4.7,免费,2-3小时,华表路与朴姑路交叉口,123.436270,41.205553
辽阳市,魁星楼景区,风景名胜,全年,4.2,免费,2-3小时,新运大街313-42号附近,123.202734,41.257085
辽阳市,辽阳动物园,风景名胜,全年,4.6,免费,2-3小时,龙鼎山风景区,123.214872,41.176468
辽阳市,太子岛风景区,风景名胜,全年,4.1,免费,2-3小时,太子河路与新沙线交叉口东南180米,123.239786,41.255118
辽阳市,平胡楼遗址,风景名胜,全年,4.4,免费,2-3小时,西顺城路与北顺城街交叉口西,123.178729,41.278405
辽阳市,科普公园,风景名胜,全年,4.2,免费,2-3小时,四道街,123.181777,41.272709
辽阳市,辽阳白塔,风景名胜,全年,4.2,免费,2-3小时,中华大街一段60号白塔公园,123.174771,41.278909
辽阳市,金银园,风景名胜,全年,3.7,免费,2-3小时,东兴路与东四道街交叉口东北100米,123.196456,41.270225
辽阳市,彭家公馆,风景名胜,全年,4.3,免费,2-3小时,中心路2-7号,123.189181,41.270490
辽阳市,文庙,风景名胜,全年,4.1,免费,2-3小时,文庙广场内(北侧),123.198821,41.262573
辽阳市,青峰村露天天池,风景名胜,全年,4.3,免费,2-3小时,青峰村附近,123.354424,41.311661
辽阳市,天湘观,风景名胜,全年,4.1,免费,2-3小时,[],123.274155,41.280569
辽阳市,白塔公园-满铁图书馆旧址,风景名胜,全年,4.3,免费,2-3小时,中华大街白塔公园(西侧),123.173356,41.279468
辽阳市,天主堂,风景名胜,全年,4.1,免费,2-3小时,曙光路111号,123.184215,41.271997
