日期,城市,最高气温,最低气温,天气状况,风力,降水量
2016-03-04,阜新,-1,-15,阴,1级,61
2016-03-05,阜新,25,2,晴,2级,42
2016-03-06,阜新,30,-18,雪,4级,69
2016-03-07,阜新,15,-15,多云,4级,83
2016-03-08,阜新,26,-14,多云,3级,40
2016-03-09,阜新,0,13,阴,4级,88
2016-03-10,阜新,4,23,阴,3级,55
2016-03-11,阜新,2,-12,多云,4级,47
2016-03-12,阜新,4,10,大雨,0级,45
2016-03-13,阜新,15,-12,中雨,5级,100
2016-03-14,阜新,12,14,小雨,0级,47
2016-03-15,阜新,13,18,小雨,1级,84
2016-03-16,阜新,-1,-2,雪,0级,3
2016-03-17,阜新,20,24,大雨,5级,60
2016-03-18,阜新,31,-6,多云,1级,61
2016-03-19,阜新,11,7,多云,6级,0
2016-03-20,阜新,2,3,大雨,0级,42
2016-03-21,阜新,33,23,晴,5级,23
2016-03-22,阜新,9,2,阴,4级,56
2016-03-23,阜新,27,-5,小雨,5级,47
2016-03-24,阜新,29,13,雪,5级,29
2016-03-25,阜新,16,1,小雨,5级,14
2016-03-26,阜新,-8,2,晴,0级,63
2016-03-27,阜新,20,-12,阴,5级,50
2016-03-28,阜新,-6,-15,中雨,0级,11
2016-03-29,阜新,-5,14,多云,5级,30
2016-03-30,阜新,8,15,中雨,6级,64
2016-03-31,阜新,-10,-4,中雨,3级,6
2016-04-01,阜新,10,25,小雨,6级,76
2016-04-02,阜新,-7,-6,中雨,0级,88
2016-04-03,阜新,5,13,多云,0级,95
2016-04-04,阜新,24,-12,中雨,3级,55
2016-04-05,阜新,31,9,中雨,1级,74
2016-04-06,阜新,13,0,阴,0级,31
2016-04-07,阜新,32,-18,中雨,5级,88
2016-04-08,阜新,14,19,大雨,1级,14
2016-04-09,阜新,-3,9,雪,1级,81
2016-04-10,阜新,-10,-18,阴,3级,16
2016-04-11,阜新,23,13,阴,4级,21
2016-04-12,阜新,1,11,小雨,0级,2
2016-04-13,阜新,-10,16,多云,1级,43
2016-04-14,阜新,7,-14,大雨,0级,67
2016-04-15,阜新,33,-8,大雨,5级,61
2016-04-16,阜新,21,-10,小雨,3级,67
2016-04-17,阜新,6,8,中雨,3级,32
2016-04-18,阜新,8,-9,雪,6级,35
2016-04-19,阜新,24,6,大雨,0级,2
2016-04-20,阜新,13,6,大雨,6级,25
2016-04-21,阜新,13,22,晴,4级,86
2016-04-22,阜新,29,-18,晴,6级,66
2016-04-23,阜新,22,6,中雨,2级,80
2016-04-24,阜新,21,-11,小雨,6级,12
2016-04-25,阜新,4,8,雪,0级,81
2016-04-26,阜新,20,0,大雨,4级,43
2016-04-27,阜新,-6,22,雪,6级,52
2016-04-28,阜新,-5,-9,小雨,2级,35
2016-04-29,阜新,16,-5,小雨,1级,43
2016-04-30,阜新,32,-17,中雨,1级,94
2016-05-01,阜新,35,9,晴,4级,16
2016-05-02,阜新,31,15,大雨,2级,33
2016-05-03,阜新,16,20,阴,3级,10
2016-05-04,阜新,24,-15,晴,1级,48
2016-05-05,阜新,-6,-1,小雨,2级,61
2016-05-06,阜新,30,-11,阴,6级,19
2016-05-07,阜新,16,-13,多云,0级,59
2016-05-08,阜新,30,-8,雪,2级,48
2016-05-09,阜新,12,-5,多云,5级,27
2016-05-10,阜新,29,20,阴,6级,78
2016-05-11,阜新,-6,9,多云,1级,89
2016-05-12,阜新,-8,-12,晴,4级,68
2016-05-13,阜新,23,-12,多云,1级,74
2016-05-14,阜新,5,24,中雨,4级,75
2016-05-15,阜新,24,8,大雨,1级,20
2016-05-16,阜新,15,-3,大雨,0级,8
2016-05-17,阜新,20,17,雪,2级,43
2016-05-18,阜新,12,-6,中雨,2级,82
2016-05-19,阜新,25,25,阴,6级,16
2016-05-20,阜新,3,-14,多云,4级,7
2016-05-21,阜新,-5,16,大雨,6级,65
2016-05-22,阜新,-10,4,阴,0级,15
2016-05-23,阜新,-5,-11,中雨,3级,59
2016-05-24,阜新,29,-17,阴,2级,19
2016-05-25,阜新,11,-13,大雨,5级,36
2016-05-26,阜新,-3,16,小雨,2级,69
2016-05-27,阜新,2,14,小雨,0级,2
2016-05-28,阜新,14,-3,雪,0级,72
2016-05-29,阜新,4,19,阴,0级,97
2016-05-30,阜新,22,-18,小雨,0级,23
2016-05-31,阜新,14,15,雪,5级,84
2016-06-01,阜新,11,-6,小雨,1级,17
2016-06-02,阜新,24,1,晴,3级,56
2016-06-03,阜新,3,-19,阴,2级,15
2016-06-04,阜新,33,4,晴,3级,81
2016-06-05,阜新,32,-18,中雨,0级,99
2016-06-06,阜新,18,-5,小雨,2级,18
2016-06-07,阜新,-10,18,多云,2级,96
2016-06-08,阜新,20,13,大雨,5级,10
2016-06-09,阜新,24,0,大雨,4级,49
2016-06-10,阜新,26,13,多云,4级,14
2016-06-11,阜新,5,5,小雨,3级,67
2016-06-12,阜新,31,3,多云,3级,95
2016-06-13,阜新,-6,6,雪,4级,29
2016-06-14,阜新,1,8,多云,6级,21
2016-06-15,阜新,13,2,多云,2级,19
2016-06-16,阜新,27,-9,阴,6级,98
2016-06-17,阜新,12,-9,中雨,0级,12
2016-06-18,阜新,33,12,大雨,4级,38
2016-06-19,阜新,20,-13,雪,0级,74
2016-06-20,阜新,20,5,大雨,6级,22
2016-06-21,阜新,16,25,中雨,5级,32
2016-06-22,阜新,11,-4,多云,4级,18
2016-06-23,阜新,21,3,雪,2级,95
2016-06-24,阜新,17,24,晴,3级,42
2016-06-25,阜新,7,23,晴,5级,44
2016-06-26,阜新,-9,-14,多云,2级,58
2016-06-27,阜新,-2,-19,阴,2级,5
2016-06-28,阜新,20,25,多云,2级,28
2016-06-29,阜新,14,-13,小雨,3级,49
2016-06-30,阜新,-1,-5,阴,4级,44
2016-07-01,阜新,-8,5,阴,0级,26
2016-07-02,阜新,13,1,晴,5级,68
2016-07-03,阜新,8,-5,小雨,6级,50
2016-07-04,阜新,20,13,中雨,4级,50
2016-07-05,阜新,29,22,雪,2级,17
2016-07-06,阜新,25,6,多云,4级,19
2016-07-07,阜新,27,-15,雪,2级,100
2016-07-08,阜新,23,22,晴,6级,24
2016-07-09,阜新,-6,7,阴,2级,10
2016-07-10,阜新,32,4,大雨,2级,15
2016-07-11,阜新,25,-14,阴,1级,61
2016-07-12,阜新,25,24,阴,5级,80
2016-07-13,阜新,0,-2,中雨,5级,78
2016-07-14,阜新,9,12,小雨,4级,77
2016-07-15,阜新,14,22,小雨,3级,89
2016-07-16,阜新,33,-20,晴,4级,86
2016-07-17,阜新,29,-15,中雨,0级,40
2016-07-18,阜新,15,-5,雪,3级,34
2016-07-19,阜新,-9,12,晴,4级,70
2016-07-20,阜新,32,21,小雨,0级,47
2016-07-21,阜新,-4,18,大雨,6级,59
2016-07-22,阜新,23,-13,晴,4级,53
2016-07-23,阜新,-8,-18,雪,5级,71
2016-07-24,阜新,-2,-12,小雨,6级,89
2016-07-25,阜新,1,8,雪,4级,78
2016-07-26,阜新,-2,15,晴,4级,93
2016-07-27,阜新,3,20,雪,3级,13
2016-07-28,阜新,2,-17,雪,1级,27
2016-07-29,阜新,20,2,多云,0级,41
2016-07-30,阜新,10,-16,大雨,2级,7
2016-07-31,阜新,30,-18,多云,2级,72
2016-08-01,阜新,31,-7,多云,2级,78
2016-08-02,阜新,16,-17,阴,4级,97
2016-08-03,阜新,18,8,雪,6级,69
2016-08-04,阜新,8,20,阴,3级,31
2016-08-05,阜新,7,-9,晴,2级,13
2016-08-06,阜新,5,24,中雨,2级,0
2016-08-07,阜新,24,13,中雨,5级,27
2016-08-08,阜新,-3,-12,阴,2级,99
2016-08-09,阜新,0,-19,晴,2级,70
2016-08-10,阜新,-6,2,中雨,2级,78
2016-08-11,阜新,29,11,晴,1级,50
2016-08-12,阜新,5,-8,阴,3级,62
2016-08-13,阜新,20,-11,晴,4级,55
2016-08-14,阜新,23,9,多云,1级,66
2016-08-15,阜新,1,18,大雨,4级,32
2016-08-16,阜新,15,22,晴,6级,7
2016-08-17,阜新,1,21,多云,0级,54
2016-08-18,阜新,7,-3,雪,1级,38
2016-08-19,阜新,6,-6,小雨,6级,57
2016-08-20,阜新,8,16,大雨,0级,82
2016-08-21,阜新,22,3,大雨,0级,86
2016-08-22,阜新,-8,-7,雪,5级,33
2016-08-23,阜新,15,0,中雨,3级,3
2016-08-24,阜新,8,-20,晴,5级,18
2016-08-25,阜新,25,11,大雨,1级,32
2016-08-26,阜新,1,2,多云,0级,95
2016-08-27,阜新,22,-17,小雨,5级,26
2016-08-28,阜新,19,22,雪,0级,35
2016-08-29,阜新,30,19,阴,6级,43
2016-08-30,阜新,18,-9,多云,4级,86
2016-08-31,阜新,35,6,大雨,4级,86
2016-09-01,阜新,13,3,阴,4级,61
2016-09-02,阜新,35,21,中雨,2级,34
2016-09-03,阜新,4,-10,雪,4级,16
2016-09-04,阜新,25,21,中雨,5级,49
2016-09-05,阜新,31,-16,阴,3级,100
2016-09-06,阜新,1,8,晴,6级,93
2016-09-07,阜新,20,-7,多云,4级,24
2016-09-08,阜新,30,15,大雨,3级,56
2016-09-09,阜新,28,22,阴,6级,11
2016-09-10,阜新,-6,0,多云,5级,100
2016-09-11,阜新,4,-19,多云,6级,92
2016-09-12,阜新,22,-9,多云,4级,1
2016-09-13,阜新,-10,9,雪,6级,18
2016-09-14,阜新,7,7,晴,5级,87
2016-09-15,阜新,15,25,中雨,1级,77
2016-09-16,阜新,7,19,多云,3级,88
2016-09-17,阜新,-3,22,多云,3级,80
2016-09-18,阜新,15,-3,雪,5级,96
2016-09-19,阜新,23,-17,阴,6级,50
2016-09-20,阜新,26,12,多云,1级,51
2016-09-21,阜新,29,12,雪,5级,93
2016-09-22,阜新,13,-20,多云,3级,42
2016-09-23,阜新,29,9,中雨,3级,71
2016-09-24,阜新,18,-19,中雨,6级,81
2016-09-25,阜新,29,-3,阴,4级,78
2016-09-26,阜新,23,-9,大雨,2级,48
2016-09-27,阜新,-6,-14,中雨,2级,88
2016-09-28,阜新,17,19,阴,3级,23
2016-09-29,阜新,-8,-12,大雨,4级,99
2016-09-30,阜新,20,19,大雨,0级,36
2016-10-01,阜新,-3,-8,小雨,4级,34
2016-10-02,阜新,30,3,雪,3级,74
2016-10-03,阜新,22,5,多云,4级,91
2016-10-04,阜新,31,-5,中雨,1级,46
2016-10-05,阜新,3,21,晴,1级,51
2016-10-06,阜新,13,21,雪,0级,1
2016-10-07,阜新,24,-20,多云,5级,68
2016-10-08,阜新,7,13,阴,1级,88
2016-10-09,阜新,4,17,晴,1级,76
2016-10-10,阜新,-5,-2,大雨,1级,2
2016-10-11,阜新,29,16,阴,0级,32
2016-10-12,阜新,9,19,雪,3级,32
2016-10-13,阜新,-8,-16,多云,6级,3
2016-10-14,阜新,7,-5,多云,0级,78
2016-10-15,阜新,1,-11,中雨,5级,18
2016-10-16,阜新,14,-2,大雨,3级,50
2016-10-17,阜新,7,8,小雨,5级,28
2016-10-18,阜新,24,8,雪,4级,94
2016-10-19,阜新,-7,-9,晴,5级,44
2016-10-20,阜新,-2,-6,晴,6级,25
2016-10-21,阜新,-10,2,大雨,0级,34
2016-10-22,阜新,15,-6,大雨,6级,50
2016-10-23,阜新,15,-13,大雨,1级,27
2016-10-24,阜新,-5,24,阴,2级,44
2016-10-25,阜新,3,7,多云,0级,19
2016-10-26,阜新,-2,21,雪,2级,33
2016-10-27,阜新,2,-20,多云,5级,10
2016-10-28,阜新,33,-19,雪,3级,54
2016-10-29,阜新,28,24,多云,1级,7
2016-10-30,阜新,34,15,晴,4级,65
2016-10-31,阜新,11,20,雪,5级,87
2016-11-01,阜新,9,18,中雨,1级,36
2016-11-02,阜新,6,24,小雨,1级,37
2016-11-03,阜新,1,0,晴,5级,86
2016-11-04,阜新,17,25,晴,6级,26
2016-11-05,阜新,16,-4,小雨,6级,28
2016-11-06,阜新,14,12,中雨,4级,22
2016-11-07,阜新,26,-12,中雨,4级,35
2016-11-08,阜新,28,19,雪,4级,87
2016-11-09,阜新,29,2,晴,4级,4
2016-11-10,阜新,29,-8,晴,3级,98
2016-11-11,阜新,25,-7,阴,0级,13
2016-11-12,阜新,10,-6,雪,2级,9
2016-11-13,阜新,-2,-9,小雨,6级,17
2016-11-14,阜新,12,-4,中雨,1级,59
2016-11-15,阜新,31,16,多云,3级,27
2016-11-16,阜新,13,0,晴,2级,67
2016-11-17,阜新,17,-12,中雨,3级,100
2016-11-18,阜新,16,-9,雪,0级,24
2016-11-19,阜新,9,-12,中雨,6级,2
2016-11-20,阜新,8,1,阴,6级,1
2016-11-21,阜新,34,-1,中雨,5级,55
2016-11-22,阜新,17,-13,多云,4级,30
2016-11-23,阜新,-4,-16,小雨,5级,31
2016-11-24,阜新,-6,-14,大雨,2级,32
2016-11-25,阜新,23,7,多云,2级,84
2016-11-26,阜新,7,-20,小雨,2级,5
2016-11-27,阜新,31,-5,阴,5级,9
2016-11-28,阜新,21,13,大雨,0级,32
2016-11-29,阜新,4,-11,大雨,3级,23
2016-11-30,阜新,31,11,中雨,3级,84
2016-12-01,阜新,4,13,多云,5级,82
2016-12-02,阜新,32,17,阴,1级,62
2016-12-03,阜新,-4,-19,大雨,1级,69
2016-12-04,阜新,22,23,中雨,5级,59
2016-12-05,阜新,-9,-9,中雨,6级,61
2016-12-06,阜新,-6,14,雪,5级,66
2016-12-07,阜新,-3,23,多云,3级,52
2016-12-08,阜新,0,-15,雪,4级,4
2016-12-09,阜新,31,8,多云,2级,62
2016-12-10,阜新,-9,3,大雨,3级,67
2016-12-11,阜新,-10,12,阴,3级,49
2016-12-12,阜新,-8,-9,雪,0级,69
2016-12-13,阜新,15,2,小雨,2级,43
2016-12-14,阜新,19,25,小雨,6级,32
2016-12-15,阜新,-7,-17,小雨,0级,31
2016-12-16,阜新,28,-19,中雨,6级,75
2016-12-17,阜新,26,11,多云,6级,47
2016-12-18,阜新,0,18,多云,0级,40
2016-12-19,阜新,-7,0,多云,3级,27
2016-12-20,阜新,-7,9,小雨,1级,42
2016-12-21,阜新,4,-5,阴,2级,56
2016-12-22,阜新,-6,22,阴,5级,0
2016-12-23,阜新,17,-3,大雨,5级,69
2016-12-24,阜新,-4,3,阴,1级,83
2016-12-25,阜新,24,1,晴,4级,95
2016-12-26,阜新,11,14,中雨,1级,53
2016-12-27,阜新,8,18,多云,0级,49
2016-12-28,阜新,32,-13,小雨,6级,60
2016-12-29,阜新,33,3,中雨,1级,69
2016-12-30,阜新,2,-16,阴,3级,22
2016-12-31,阜新,33,-16,小雨,1级,10
2017-01-01,阜新,8,21,大雨,0级,73
2017-01-02,阜新,4,4,多云,6级,24
2017-01-03,阜新,28,-6,雪,0级,57
2017-01-04,阜新,10,-12,大雨,6级,48
2017-01-05,阜新,8,-3,小雨,3级,100
2017-01-06,阜新,21,6,大雨,5级,93
2017-01-07,阜新,-4,-14,多云,5级,30
2017-01-08,阜新,0,20,小雨,4级,74
2017-01-09,阜新,27,-5,多云,6级,15
2017-01-10,阜新,10,-15,中雨,3级,94
2017-01-11,阜新,29,13,多云,3级,29
2017-01-12,阜新,15,15,小雨,6级,47
2017-01-13,阜新,6,25,中雨,3级,22
2017-01-14,阜新,6,15,雪,2级,94
2017-01-15,阜新,16,-1,中雨,1级,57
2017-01-16,阜新,29,-13,阴,5级,53
2017-01-17,阜新,17,-18,小雨,2级,75
2017-01-18,阜新,-7,-13,雪,3级,86
2017-01-19,阜新,-6,-10,大雨,1级,98
2017-01-20,阜新,32,20,雪,6级,85
2017-01-21,阜新,16,9,中雨,1级,57
2017-01-22,阜新,-10,-2,多云,5级,78
2017-01-23,阜新,21,18,中雨,1级,77
2017-01-24,阜新,-5,21,中雨,4级,78
2017-01-25,阜新,1,9,晴,1级,62
2017-01-26,阜新,23,7,多云,5级,64
2017-01-27,阜新,17,22,雪,5级,57
2017-01-28,阜新,-6,-1,大雨,3级,78
2017-01-29,阜新,11,-15,阴,4级,99
2017-01-30,阜新,22,10,雪,6级,9
2017-01-31,阜新,30,-4,阴,2级,93
2017-02-01,阜新,17,-2,大雨,0级,74
2017-02-02,阜新,5,-11,多云,2级,84
2017-02-03,阜新,8,-18,中雨,1级,92
2017-02-04,阜新,12,6,小雨,4级,38
2017-02-05,阜新,13,4,晴,2级,32
2017-02-06,阜新,9,21,晴,1级,2
2017-02-07,阜新,-2,-9,中雨,1级,72
2017-02-08,阜新,15,2,晴,5级,73
2017-02-09,阜新,28,21,阴,2级,37
2017-02-10,阜新,3,2,小雨,3级,48
2017-02-11,阜新,9,1,雪,5级,21
2017-02-12,阜新,34,14,小雨,6级,53
2017-02-13,阜新,9,-18,雪,3级,15
2017-02-14,阜新,14,-7,多云,6级,95
2017-02-15,阜新,1,-16,多云,4级,0
2017-02-16,阜新,34,19,中雨,6级,10
2017-02-17,阜新,29,2,中雨,0级,16
2017-02-18,阜新,-9,-9,晴,4级,53
2017-02-19,阜新,15,24,阴,4级,94
2017-02-20,阜新,17,18,小雨,5级,75
2017-02-21,阜新,-4,18,小雨,2级,87
2017-02-22,阜新,28,8,中雨,2级,56
2017-02-23,阜新,35,1,晴,3级,11
2017-02-24,阜新,3,6,中雨,4级,5
2017-02-25,阜新,-5,23,晴,5级,39
2017-02-26,阜新,14,4,多云,0级,50
2017-02-27,阜新,5,-4,小雨,0级,43
2017-02-28,阜新,15,25,中雨,3级,80
2017-03-01,阜新,-7,-7,中雨,5级,75
2017-03-02,阜新,1,5,小雨,2级,69
2017-03-03,阜新,-3,19,小雨,5级,80
2017-03-04,阜新,5,17,阴,4级,41
2017-03-05,阜新,-9,-17,阴,6级,19
2017-03-06,阜新,31,-1,小雨,2级,46
2017-03-07,阜新,20,3,小雨,0级,86
2017-03-08,阜新,11,10,晴,1级,58
2017-03-09,阜新,8,-10,大雨,0级,98
2017-03-10,阜新,16,4,晴,4级,10
2017-03-11,阜新,1,9,大雨,3级,69
2017-03-12,阜新,-7,-6,阴,3级,86
2017-03-13,阜新,17,11,雪,0级,79
2017-03-14,阜新,31,15,中雨,0级,27
2017-03-15,阜新,4,-4,雪,1级,28
2017-03-16,阜新,-10,6,多云,2级,2
2017-03-17,阜新,-10,7,阴,2级,68
2017-03-18,阜新,17,-2,中雨,2级,20
2017-03-19,阜新,9,8,晴,4级,23
2017-03-20,阜新,-7,8,小雨,3级,74
2017-03-21,阜新,-9,-14,中雨,1级,89
2017-03-22,阜新,0,-6,大雨,6级,34
2017-03-23,阜新,25,-9,雪,0级,86
2017-03-24,阜新,8,-7,阴,1级,19
2017-03-25,阜新,9,7,雪,4级,20
2017-03-26,阜新,19,13,晴,5级,77
2017-03-27,阜新,16,-20,阴,5级,88
2017-03-28,阜新,29,-18,小雨,4级,7
2017-03-29,阜新,3,16,雪,4级,31
2017-03-30,阜新,8,-19,阴,3级,50
2017-03-31,阜新,17,0,雪,2级,48
2017-04-01,阜新,-1,-14,多云,6级,3
2017-04-02,阜新,13,16,多云,3级,54
2017-04-03,阜新,24,13,雪,6级,75
2017-04-04,阜新,20,0,多云,5级,0
2017-04-05,阜新,28,25,小雨,0级,2
2017-04-06,阜新,28,25,阴,6级,19
2017-04-07,阜新,27,-17,阴,1级,44
2017-04-08,阜新,13,1,中雨,4级,0
2017-04-09,阜新,-3,21,中雨,6级,79
2017-04-10,阜新,7,14,大雨,5级,95
2017-04-11,阜新,30,-15,阴,0级,55
2017-04-12,阜新,21,11,中雨,2级,24
2017-04-13,阜新,22,-14,大雨,5级,91
2017-04-14,阜新,0,21,中雨,3级,33
2017-04-15,阜新,5,15,小雨,1级,54
2017-04-16,阜新,9,-14,中雨,3级,98
2017-04-17,阜新,4,-9,多云,6级,20
2017-04-18,阜新,27,20,大雨,4级,53
2017-04-19,阜新,33,-5,大雨,6级,45
2017-04-20,阜新,11,12,阴,6级,66
2017-04-21,阜新,11,13,大雨,4级,67
2017-04-22,阜新,33,5,小雨,2级,21
2017-04-23,阜新,-7,17,晴,4级,44
2017-04-24,阜新,4,-12,多云,3级,32
2017-04-25,阜新,20,-15,多云,6级,42
2017-04-26,阜新,6,3,中雨,3级,7
2017-04-27,阜新,9,-5,阴,0级,30
2017-04-28,阜新,30,-13,大雨,3级,28
2017-04-29,阜新,33,23,雪,2级,61
2017-04-30,阜新,-10,13,阴,5级,5
2017-05-01,阜新,22,0,中雨,5级,56
2017-05-02,阜新,18,19,小雨,1级,1
2017-05-03,阜新,13,18,雪,2级,21
2017-05-04,阜新,14,-20,多云,2级,59
2017-05-05,阜新,19,-11,阴,5级,3
2017-05-06,阜新,21,-7,中雨,1级,75
2017-05-07,阜新,0,-8,大雨,0级,22
2017-05-08,阜新,5,23,雪,2级,23
2017-05-09,阜新,5,16,晴,3级,66
2017-05-10,阜新,7,-2,晴,1级,50
2017-05-11,阜新,0,11,雪,1级,9
2017-05-12,阜新,31,-16,大雨,6级,76
2017-05-13,阜新,21,24,多云,0级,87
2017-05-14,阜新,8,14,大雨,2级,77
2017-05-15,阜新,21,-9,中雨,5级,89
2017-05-16,阜新,3,23,大雨,1级,85
2017-05-17,阜新,5,15,多云,6级,17
2017-05-18,阜新,-7,12,阴,1级,17
2017-05-19,阜新,29,-4,晴,3级,55
2017-05-20,阜新,31,-14,中雨,3级,5
2017-05-21,阜新,0,24,中雨,6级,67
2017-05-22,阜新,15,6,雪,3级,67
2017-05-23,阜新,0,6,阴,3级,80
2017-05-24,阜新,12,25,多云,6级,24
2017-05-25,阜新,15,-12,晴,0级,81
2017-05-26,阜新,7,-1,大雨,1级,35
2017-05-27,阜新,7,18,中雨,2级,47
2017-05-28,阜新,20,18,雪,0级,83
2017-05-29,阜新,27,10,中雨,5级,74
2017-05-30,阜新,17,-13,阴,0级,15
2017-05-31,阜新,23,-10,大雨,1级,85
2017-06-01,阜新,22,-7,晴,0级,43
2017-06-02,阜新,23,19,大雨,6级,66
2017-06-03,阜新,17,-3,多云,2级,3
2017-06-04,阜新,-6,15,雪,6级,92
2017-06-05,阜新,32,13,晴,0级,56
2017-06-06,阜新,12,0,阴,3级,85
2017-06-07,阜新,26,8,阴,1级,17
2017-06-08,阜新,28,-18,晴,0级,28
2017-06-09,阜新,11,11,多云,1级,44
2017-06-10,阜新,-8,-6,多云,5级,27
2017-06-11,阜新,32,16,小雨,0级,31
2017-06-12,阜新,17,-9,中雨,2级,94
2017-06-13,阜新,5,-15,多云,6级,62
2017-06-14,阜新,-2,4,晴,4级,62
2017-06-15,阜新,17,23,阴,2级,64
2017-06-16,阜新,-9,-11,雪,0级,99
2017-06-17,阜新,0,25,雪,3级,15
2017-06-18,阜新,16,20,小雨,2级,36
2017-06-19,阜新,4,-17,阴,5级,36
2017-06-20,阜新,9,14,大雨,3级,74
2017-06-21,阜新,33,-1,多云,1级,38
2017-06-22,阜新,14,20,晴,6级,7
2017-06-23,阜新,-9,0,小雨,4级,100
2017-06-24,阜新,33,-9,中雨,2级,8
2017-06-25,阜新,-3,-16,阴,4级,55
2017-06-26,阜新,4,-7,多云,6级,48
2017-06-27,阜新,25,-20,雪,2级,49
2017-06-28,阜新,25,4,晴,5级,12
2017-06-29,阜新,3,24,多云,4级,15
2017-06-30,阜新,-2,19,阴,5级,65
2017-07-01,阜新,-4,-15,中雨,1级,87
2017-07-02,阜新,6,20,阴,3级,46
2017-07-03,阜新,18,21,阴,6级,86
2017-07-04,阜新,15,-11,多云,0级,63
2017-07-05,阜新,35,-16,晴,0级,12
2017-07-06,阜新,19,13,多云,6级,19
2017-07-07,阜新,20,-13,雪,2级,15
2017-07-08,阜新,21,-17,晴,2级,29
2017-07-09,阜新,32,-13,多云,2级,87
2017-07-10,阜新,21,16,阴,3级,84
2017-07-11,阜新,17,11,阴,6级,42
2017-07-12,阜新,20,16,雪,6级,44
2017-07-13,阜新,1,17,多云,1级,14
2017-07-14,阜新,20,-11,晴,6级,15
2017-07-15,阜新,-1,-17,阴,2级,27
2017-07-16,阜新,15,-18,大雨,0级,40
2017-07-17,阜新,4,-10,晴,2级,85
2017-07-18,阜新,23,-7,阴,5级,16
2017-07-19,阜新,3,17,多云,4级,20
2017-07-20,阜新,20,3,小雨,1级,61
2017-07-21,阜新,20,9,小雨,3级,27
2017-07-22,阜新,19,22,小雨,6级,13
2017-07-23,阜新,8,15,多云,1级,16
2017-07-24,阜新,-4,-14,中雨,4级,87
2017-07-25,阜新,21,20,小雨,2级,86
2017-07-26,阜新,-3,11,雪,3级,39
2017-07-27,阜新,34,9,晴,5级,42
2017-07-28,阜新,27,24,大雨,6级,53
2017-07-29,阜新,9,-4,雪,2级,77
2017-07-30,阜新,-4,2,小雨,4级,53
2017-07-31,阜新,27,18,阴,1级,95
2017-08-01,阜新,5,-17,小雨,1级,26
2017-08-02,阜新,-3,-16,雪,2级,53
2017-08-03,阜新,30,-17,晴,4级,92
2017-08-04,阜新,-5,-8,中雨,0级,16
2017-08-05,阜新,18,20,小雨,1级,85
2017-08-06,阜新,30,-16,雪,0级,1
2017-08-07,阜新,5,-9,雪,0级,9
2017-08-08,阜新,26,5,小雨,2级,62
2017-08-09,阜新,29,6,雪,1级,85
2017-08-10,阜新,19,-3,中雨,0级,8
2017-08-11,阜新,18,-15,阴,3级,52
2017-08-12,阜新,-4,-4,多云,1级,99
2017-08-13,阜新,16,-8,雪,3级,36
2017-08-14,阜新,7,-8,中雨,4级,23
2017-08-15,阜新,14,-20,晴,0级,95
2017-08-16,阜新,29,2,阴,3级,49
2017-08-17,阜新,23,11,多云,6级,29
2017-08-18,阜新,-9,16,大雨,3级,24
2017-08-19,阜新,32,14,小雨,3级,1
2017-08-20,阜新,9,18,小雨,0级,6
2017-08-21,阜新,-5,-16,雪,4级,66
2017-08-22,阜新,-1,18,阴,2级,71
2017-08-23,阜新,21,-14,雪,2级,81
2017-08-24,阜新,27,15,雪,2级,78
2017-08-25,阜新,26,6,阴,2级,39
2017-08-26,阜新,-1,-9,中雨,5级,88
2017-08-27,阜新,13,-11,多云,1级,9
2017-08-28,阜新,5,17,晴,0级,47
2017-08-29,阜新,-7,15,多云,4级,59
2017-08-30,阜新,10,12,雪,3级,48
2017-08-31,阜新,34,13,小雨,1级,17
2017-09-01,阜新,27,8,大雨,6级,89
2017-09-02,阜新,30,4,大雨,6级,98
2017-09-03,阜新,28,19,阴,2级,93
2017-09-04,阜新,19,21,大雨,0级,17
2017-09-05,阜新,-2,-15,大雨,4级,58
2017-09-06,阜新,27,-6,阴,4级,52
2017-09-07,阜新,8,10,多云,0级,63
2017-09-08,阜新,23,-16,中雨,6级,60
2017-09-09,阜新,25,5,大雨,4级,9
2017-09-10,阜新,24,7,雪,1级,67
2017-09-11,阜新,25,11,多云,1级,80
2017-09-12,阜新,-9,6,阴,4级,32
2017-09-13,阜新,-3,-15,大雨,2级,51
2017-09-14,阜新,25,-20,中雨,4级,33
2017-09-15,阜新,20,16,小雨,6级,94
2017-09-16,阜新,-7,22,大雨,5级,1
2017-09-17,阜新,16,19,大雨,1级,94
2017-09-18,阜新,17,16,大雨,3级,66
2017-09-19,阜新,1,12,中雨,2级,99
2017-09-20,阜新,12,14,小雨,5级,90
2017-09-21,阜新,5,18,小雨,6级,46
2017-09-22,阜新,34,-6,小雨,2级,22
2017-09-23,阜新,20,7,大雨,6级,79
2017-09-24,阜新,35,22,中雨,5级,52
2017-09-25,阜新,13,23,小雨,6级,87
2017-09-26,阜新,-7,0,中雨,0级,79
2017-09-27,阜新,20,8,大雨,6级,41
2017-09-28,阜新,9,18,雪,4级,94
2017-09-29,阜新,-5,5,雪,2级,81
2017-09-30,阜新,-4,6,阴,3级,82
2017-10-01,阜新,16,-17,中雨,2级,64
2017-10-02,阜新,26,8,中雨,5级,5
2017-10-03,阜新,24,-18,大雨,6级,90
2017-10-04,阜新,34,3,中雨,1级,48
2017-10-05,阜新,26,13,阴,5级,93
