日期,城市,最高气温,最低气温,天气状况,风力,降水量
2015-10-28,葫芦岛,13,-4,小雨,5级,67
2015-10-29,葫芦岛,28,14,阴,5级,2
2015-10-30,葫芦岛,-10,15,大雨,6级,89
2015-10-31,葫芦岛,29,20,中雨,5级,13
2015-11-01,葫芦岛,18,24,阴,6级,49
2015-11-02,葫芦岛,-4,-16,阴,2级,8
2015-11-03,葫芦岛,-3,11,阴,2级,8
2015-11-04,葫芦岛,12,20,阴,0级,59
2015-11-05,葫芦岛,27,15,多云,1级,1
2015-11-06,葫芦岛,1,21,阴,3级,93
2015-11-07,葫芦岛,18,20,晴,2级,81
2015-11-08,葫芦岛,8,0,小雨,4级,91
2015-11-09,葫芦岛,7,-15,多云,2级,100
2015-11-10,葫芦岛,-1,2,阴,3级,83
2015-11-11,葫芦岛,20,-12,雪,6级,31
2015-11-12,葫芦岛,34,-11,中雨,3级,43
2015-11-13,葫芦岛,6,9,多云,0级,58
2015-11-14,葫芦岛,14,11,大雨,2级,96
2015-11-15,葫芦岛,2,-15,多云,4级,48
2015-11-16,葫芦岛,4,3,小雨,3级,55
2015-11-17,葫芦岛,4,-7,中雨,5级,90
2015-11-18,葫芦岛,5,-6,中雨,0级,36
2015-11-19,葫芦岛,-10,-18,晴,2级,30
2015-11-20,葫芦岛,-4,4,雪,2级,80
2015-11-21,葫芦岛,29,-12,中雨,5级,96
2015-11-22,葫芦岛,25,14,大雨,2级,47
2015-11-23,葫芦岛,1,-5,大雨,0级,97
2015-11-24,葫芦岛,14,-16,晴,6级,51
2015-11-25,葫芦岛,1,19,晴,6级,60
2015-11-26,葫芦岛,1,7,晴,4级,94
2015-11-27,葫芦岛,-10,23,大雨,0级,82
2015-11-28,葫芦岛,28,18,阴,2级,34
2015-11-29,葫芦岛,18,19,大雨,6级,60
2015-11-30,葫芦岛,-10,-16,多云,4级,68
2015-12-01,葫芦岛,18,3,阴,1级,63
2015-12-02,葫芦岛,1,8,阴,0级,2
2015-12-03,葫芦岛,-9,11,雪,5级,22
2015-12-04,葫芦岛,-8,-3,晴,4级,17
2015-12-05,葫芦岛,10,-5,多云,4级,23
2015-12-06,葫芦岛,6,6,中雨,3级,52
2015-12-07,葫芦岛,10,15,晴,2级,0
2015-12-08,葫芦岛,3,-14,多云,1级,36
2015-12-09,葫芦岛,35,2,多云,3级,80
2015-12-10,葫芦岛,32,-7,雪,2级,13
2015-12-11,葫芦岛,26,7,阴,1级,51
2015-12-12,葫芦岛,0,-12,多云,6级,62
2015-12-13,葫芦岛,-9,-3,阴,0级,63
2015-12-14,葫芦岛,-5,23,中雨,6级,63
2015-12-15,葫芦岛,21,17,阴,1级,47
2015-12-16,葫芦岛,31,3,多云,5级,100
2015-12-17,葫芦岛,1,-11,大雨,0级,55
2015-12-18,葫芦岛,19,19,晴,4级,80
2015-12-19,葫芦岛,7,0,阴,0级,48
2015-12-20,葫芦岛,13,23,雪,4级,45
2015-12-21,葫芦岛,2,7,小雨,3级,37
2015-12-22,葫芦岛,3,-19,阴,4级,91
2015-12-23,葫芦岛,27,-16,阴,5级,5
2015-12-24,葫芦岛,24,-12,多云,2级,76
2015-12-25,葫芦岛,21,11,阴,1级,47
2015-12-26,葫芦岛,20,-7,大雨,0级,4
2015-12-27,葫芦岛,22,19,晴,1级,62
2015-12-28,葫芦岛,6,21,小雨,6级,98
2015-12-29,葫芦岛,23,-4,多云,1级,2
2015-12-30,葫芦岛,24,-9,多云,6级,89
2015-12-31,葫芦岛,17,-18,雪,6级,87
2016-01-01,葫芦岛,17,12,阴,4级,17
2016-01-02,葫芦岛,8,23,阴,1级,28
2016-01-03,葫芦岛,9,18,雪,6级,96
2016-01-04,葫芦岛,9,-14,中雨,5级,71
2016-01-05,葫芦岛,20,16,雪,3级,58
2016-01-06,葫芦岛,28,-12,小雨,2级,0
2016-01-07,葫芦岛,34,8,阴,1级,77
2016-01-08,葫芦岛,26,-12,小雨,0级,64
2016-01-09,葫芦岛,-5,-20,中雨,6级,17
2016-01-10,葫芦岛,29,-16,雪,3级,47
2016-01-11,葫芦岛,-9,-14,中雨,1级,61
2016-01-12,葫芦岛,15,25,雪,2级,8
2016-01-13,葫芦岛,14,21,雪,6级,45
2016-01-14,葫芦岛,1,5,中雨,3级,86
2016-01-15,葫芦岛,14,2,阴,6级,93
2016-01-16,葫芦岛,-4,2,小雨,6级,29
2016-01-17,葫芦岛,13,7,大雨,6级,39
2016-01-18,葫芦岛,-1,-20,多云,3级,55
2016-01-19,葫芦岛,8,-14,小雨,3级,42
2016-01-20,葫芦岛,35,-2,小雨,1级,6
2016-01-21,葫芦岛,29,-7,雪,4级,73
2016-01-22,葫芦岛,8,8,阴,5级,35
2016-01-23,葫芦岛,6,-1,晴,4级,91
2016-01-24,葫芦岛,28,-18,多云,5级,56
2016-01-25,葫芦岛,-8,12,大雨,6级,87
2016-01-26,葫芦岛,30,-13,中雨,1级,20
2016-01-27,葫芦岛,-6,-15,中雨,0级,62
2016-01-28,葫芦岛,32,-7,雪,2级,55
2016-01-29,葫芦岛,31,21,阴,4级,0
2016-01-30,葫芦岛,-4,22,雪,4级,17
2016-01-31,葫芦岛,11,8,雪,2级,52
2016-02-01,葫芦岛,10,17,阴,1级,28
2016-02-02,葫芦岛,2,-10,阴,1级,30
2016-02-03,葫芦岛,29,5,中雨,0级,100
2016-02-04,葫芦岛,14,21,阴,6级,27
2016-02-05,葫芦岛,35,24,大雨,1级,70
2016-02-06,葫芦岛,17,-11,多云,0级,27
2016-02-07,葫芦岛,-7,13,小雨,5级,14
2016-02-08,葫芦岛,-8,15,多云,2级,46
2016-02-09,葫芦岛,35,14,雪,5级,60
2016-02-10,葫芦岛,30,5,大雨,1级,28
2016-02-11,葫芦岛,20,-20,小雨,1级,77
2016-02-12,葫芦岛,16,19,多云,0级,38
2016-02-13,葫芦岛,-1,15,小雨,0级,57
2016-02-14,葫芦岛,32,-4,雪,3级,56
2016-02-15,葫芦岛,-10,-19,雪,6级,82
2016-02-16,葫芦岛,23,-19,小雨,5级,37
2016-02-17,葫芦岛,3,-7,阴,4级,78
2016-02-18,葫芦岛,10,-19,多云,1级,97
2016-02-19,葫芦岛,25,-3,多云,2级,46
2016-02-20,葫芦岛,18,-7,晴,6级,14
2016-02-21,葫芦岛,-6,0,雪,0级,42
2016-02-22,葫芦岛,32,-15,大雨,1级,53
2016-02-23,葫芦岛,33,18,晴,6级,17
2016-02-24,葫芦岛,13,-1,阴,0级,72
2016-02-25,葫芦岛,-7,-13,阴,3级,39
2016-02-26,葫芦岛,-7,19,雪,6级,79
2016-02-27,葫芦岛,-6,10,中雨,5级,30
2016-02-28,葫芦岛,-8,-6,晴,2级,37
2016-02-29,葫芦岛,-6,17,晴,2级,31
2016-03-01,葫芦岛,-2,-8,多云,3级,39
2016-03-02,葫芦岛,5,-12,雪,4级,46
2016-03-03,葫芦岛,17,19,雪,3级,85
2016-03-04,葫芦岛,14,11,阴,5级,23
2016-03-05,葫芦岛,34,-17,中雨,5级,7
2016-03-06,葫芦岛,-7,12,阴,4级,21
2016-03-07,葫芦岛,14,9,小雨,1级,91
2016-03-08,葫芦岛,35,11,小雨,4级,12
2016-03-09,葫芦岛,9,-3,小雨,6级,63
2016-03-10,葫芦岛,-8,-10,晴,3级,81
2016-03-11,葫芦岛,25,-2,多云,0级,100
2016-03-12,葫芦岛,18,14,中雨,2级,65
2016-03-13,葫芦岛,22,21,中雨,0级,38
2016-03-14,葫芦岛,8,4,多云,0级,39
2016-03-15,葫芦岛,24,-6,阴,4级,89
2016-03-16,葫芦岛,35,15,小雨,4级,23
2016-03-17,葫芦岛,35,20,多云,3级,6
2016-03-18,葫芦岛,21,22,中雨,5级,90
2016-03-19,葫芦岛,10,-12,大雨,0级,49
2016-03-20,葫芦岛,31,-9,多云,3级,91
2016-03-21,葫芦岛,-10,-18,大雨,6级,72
2016-03-22,葫芦岛,-4,24,小雨,2级,37
2016-03-23,葫芦岛,19,17,阴,6级,37
2016-03-24,葫芦岛,4,-13,多云,1级,50
2016-03-25,葫芦岛,20,17,阴,3级,7
2016-03-26,葫芦岛,4,-5,多云,6级,66
2016-03-27,葫芦岛,4,8,多云,2级,80
2016-03-28,葫芦岛,2,23,雪,1级,88
2016-03-29,葫芦岛,3,-5,多云,0级,47
2016-03-30,葫芦岛,7,-20,雪,1级,78
2016-03-31,葫芦岛,33,-15,阴,4级,0
2016-04-01,葫芦岛,29,15,中雨,4级,83
2016-04-02,葫芦岛,24,-4,中雨,4级,8
2016-04-03,葫芦岛,12,1,小雨,6级,70
2016-04-04,葫芦岛,-2,12,多云,0级,10
2016-04-05,葫芦岛,10,-5,小雨,2级,28
2016-04-06,葫芦岛,15,-11,中雨,1级,10
2016-04-07,葫芦岛,-9,6,小雨,0级,11
2016-04-08,葫芦岛,-5,7,大雨,1级,26
2016-04-09,葫芦岛,31,-12,小雨,6级,71
2016-04-10,葫芦岛,34,-18,多云,5级,86
2016-04-11,葫芦岛,-5,24,雪,0级,46
2016-04-12,葫芦岛,0,7,中雨,3级,71
2016-04-13,葫芦岛,0,17,阴,1级,16
2016-04-14,葫芦岛,30,20,中雨,3级,43
2016-04-15,葫芦岛,-4,22,雪,5级,82
2016-04-16,葫芦岛,22,13,阴,5级,54
2016-04-17,葫芦岛,16,-9,小雨,5级,89
2016-04-18,葫芦岛,4,21,雪,0级,99
2016-04-19,葫芦岛,0,-3,晴,2级,6
2016-04-20,葫芦岛,32,-8,阴,5级,15
2016-04-21,葫芦岛,10,20,大雨,4级,2
2016-04-22,葫芦岛,20,3,小雨,2级,76
2016-04-23,葫芦岛,20,-16,阴,6级,53
2016-04-24,葫芦岛,18,-19,大雨,4级,55
2016-04-25,葫芦岛,28,-1,大雨,5级,88
2016-04-26,葫芦岛,21,24,大雨,1级,72
2016-04-27,葫芦岛,28,23,多云,1级,57
2016-04-28,葫芦岛,18,-5,大雨,6级,68
2016-04-29,葫芦岛,-2,16,中雨,2级,74
2016-04-30,葫芦岛,23,9,多云,3级,26
2016-05-01,葫芦岛,22,23,中雨,1级,87
2016-05-02,葫芦岛,-3,24,小雨,3级,62
2016-05-03,葫芦岛,-9,-10,阴,6级,80
2016-05-04,葫芦岛,-10,2,雪,4级,12
2016-05-05,葫芦岛,8,-1,大雨,0级,37
2016-05-06,葫芦岛,12,2,阴,0级,12
2016-05-07,葫芦岛,11,22,晴,6级,52
2016-05-08,葫芦岛,-6,16,大雨,4级,3
2016-05-09,葫芦岛,8,-14,大雨,4级,16
2016-05-10,葫芦岛,16,-20,大雨,5级,21
2016-05-11,葫芦岛,20,16,大雨,3级,56
2016-05-12,葫芦岛,27,-4,阴,1级,50
2016-05-13,葫芦岛,22,2,小雨,3级,13
2016-05-14,葫芦岛,10,1,晴,3级,47
2016-05-15,葫芦岛,1,9,大雨,0级,68
2016-05-16,葫芦岛,29,14,阴,1级,10
2016-05-17,葫芦岛,24,1,中雨,2级,12
2016-05-18,葫芦岛,32,20,大雨,4级,14
2016-05-19,葫芦岛,-10,-17,阴,0级,14
2016-05-20,葫芦岛,14,13,中雨,3级,29
2016-05-21,葫芦岛,27,-16,雪,6级,61
2016-05-22,葫芦岛,19,-11,大雨,5级,48
2016-05-23,葫芦岛,-3,6,小雨,1级,33
2016-05-24,葫芦岛,4,11,阴,6级,29
2016-05-25,葫芦岛,34,0,阴,4级,73
2016-05-26,葫芦岛,29,-10,多云,5级,68
2016-05-27,葫芦岛,32,-14,中雨,4级,4
2016-05-28,葫芦岛,35,0,中雨,4级,99
2016-05-29,葫芦岛,0,-6,晴,2级,58
2016-05-30,葫芦岛,22,13,多云,2级,42
2016-05-31,葫芦岛,-1,19,大雨,2级,70
2016-06-01,葫芦岛,21,-5,大雨,2级,20
2016-06-02,葫芦岛,12,-18,阴,2级,31
2016-06-03,葫芦岛,34,17,中雨,3级,59
2016-06-04,葫芦岛,34,11,阴,5级,98
2016-06-05,葫芦岛,5,4,晴,5级,14
2016-06-06,葫芦岛,-3,-7,多云,3级,40
2016-06-07,葫芦岛,19,5,雪,5级,43
2016-06-08,葫芦岛,28,8,小雨,0级,86
2016-06-09,葫芦岛,17,21,雪,4级,39
2016-06-10,葫芦岛,25,9,阴,0级,83
2016-06-11,葫芦岛,4,-4,多云,4级,83
2016-06-12,葫芦岛,23,7,阴,3级,21
2016-06-13,葫芦岛,15,14,中雨,2级,94
2016-06-14,葫芦岛,7,22,小雨,4级,54
2016-06-15,葫芦岛,-6,-4,小雨,6级,52
2016-06-16,葫芦岛,3,2,多云,3级,55
2016-06-17,葫芦岛,7,13,小雨,3级,35
2016-06-18,葫芦岛,23,22,小雨,3级,50
2016-06-19,葫芦岛,16,10,雪,2级,40
2016-06-20,葫芦岛,7,21,多云,3级,100
2016-06-21,葫芦岛,15,10,多云,5级,57
2016-06-22,葫芦岛,35,12,中雨,5级,83
2016-06-23,葫芦岛,3,22,多云,2级,73
2016-06-24,葫芦岛,8,15,雪,0级,40
2016-06-25,葫芦岛,0,-7,中雨,4级,84
2016-06-26,葫芦岛,24,16,小雨,2级,27
2016-06-27,葫芦岛,10,-19,大雨,5级,10
2016-06-28,葫芦岛,24,-7,大雨,3级,97
2016-06-29,葫芦岛,-3,3,晴,1级,45
2016-06-30,葫芦岛,10,17,大雨,5级,62
2016-07-01,葫芦岛,-4,3,晴,4级,80
2016-07-02,葫芦岛,-3,25,晴,5级,60
2016-07-03,葫芦岛,32,-14,中雨,4级,28
2016-07-04,葫芦岛,25,0,小雨,3级,4
2016-07-05,葫芦岛,9,13,晴,3级,68
2016-07-06,葫芦岛,7,12,雪,2级,30
2016-07-07,葫芦岛,24,-20,大雨,2级,56
2016-07-08,葫芦岛,31,22,多云,0级,89
2016-07-09,葫芦岛,35,9,中雨,5级,54
2016-07-10,葫芦岛,7,9,多云,6级,51
2016-07-11,葫芦岛,22,16,雪,5级,63
2016-07-12,葫芦岛,-3,-11,多云,2级,82
2016-07-13,葫芦岛,19,21,雪,5级,22
2016-07-14,葫芦岛,-6,7,晴,2级,33
2016-07-15,葫芦岛,4,-20,阴,1级,12
2016-07-16,葫芦岛,31,17,大雨,3级,31
2016-07-17,葫芦岛,-9,-7,大雨,1级,69
2016-07-18,葫芦岛,15,-7,雪,4级,2
2016-07-19,葫芦岛,34,-7,中雨,6级,74
2016-07-20,葫芦岛,13,-17,多云,5级,32
2016-07-21,葫芦岛,10,-18,多云,6级,76
2016-07-22,葫芦岛,-9,-19,晴,3级,95
2016-07-23,葫芦岛,-1,14,小雨,6级,100
2016-07-24,葫芦岛,23,17,雪,2级,84
2016-07-25,葫芦岛,9,21,多云,5级,3
2016-07-26,葫芦岛,12,-1,阴,5级,67
2016-07-27,葫芦岛,31,-3,中雨,5级,94
2016-07-28,葫芦岛,13,5,中雨,0级,17
2016-07-29,葫芦岛,21,-10,小雨,2级,38
2016-07-30,葫芦岛,8,-1,大雨,2级,37
2016-07-31,葫芦岛,7,7,小雨,0级,98
2016-08-01,葫芦岛,16,-13,大雨,2级,68
2016-08-02,葫芦岛,-1,-17,大雨,3级,5
2016-08-03,葫芦岛,17,17,中雨,4级,16
2016-08-04,葫芦岛,14,9,中雨,5级,0
2016-08-05,葫芦岛,13,23,多云,5级,21
2016-08-06,葫芦岛,12,0,晴,5级,83
2016-08-07,葫芦岛,1,3,阴,2级,76
2016-08-08,葫芦岛,32,25,晴,4级,28
2016-08-09,葫芦岛,2,24,晴,5级,77
2016-08-10,葫芦岛,3,-15,多云,2级,79
2016-08-11,葫芦岛,20,6,小雨,2级,35
2016-08-12,葫芦岛,11,11,雪,0级,9
2016-08-13,葫芦岛,16,14,晴,3级,71
2016-08-14,葫芦岛,33,8,大雨,4级,65
2016-08-15,葫芦岛,27,6,多云,4级,65
2016-08-16,葫芦岛,-9,-19,晴,0级,36
2016-08-17,葫芦岛,23,5,晴,0级,66
2016-08-18,葫芦岛,2,11,晴,5级,3
2016-08-19,葫芦岛,28,-12,大雨,0级,2
2016-08-20,葫芦岛,9,21,小雨,1级,88
2016-08-21,葫芦岛,-3,-17,多云,1级,66
2016-08-22,葫芦岛,15,-17,多云,0级,43
2016-08-23,葫芦岛,-9,18,大雨,5级,64
2016-08-24,葫芦岛,33,-2,小雨,1级,29
2016-08-25,葫芦岛,27,-9,多云,3级,49
2016-08-26,葫芦岛,3,23,晴,4级,48
2016-08-27,葫芦岛,-7,1,中雨,2级,18
2016-08-28,葫芦岛,0,11,小雨,3级,74
2016-08-29,葫芦岛,8,-18,大雨,5级,79
2016-08-30,葫芦岛,1,2,阴,0级,54
2016-08-31,葫芦岛,30,10,小雨,2级,1
2016-09-01,葫芦岛,11,0,小雨,2级,31
2016-09-02,葫芦岛,27,-1,小雨,2级,74
2016-09-03,葫芦岛,-9,9,小雨,1级,76
2016-09-04,葫芦岛,35,16,大雨,3级,58
2016-09-05,葫芦岛,-1,7,晴,4级,67
2016-09-06,葫芦岛,-4,14,雪,5级,67
2016-09-07,葫芦岛,6,17,中雨,4级,41
2016-09-08,葫芦岛,19,14,小雨,3级,54
2016-09-09,葫芦岛,2,25,大雨,6级,54
2016-09-10,葫芦岛,-9,23,中雨,0级,29
2016-09-11,葫芦岛,31,18,大雨,6级,7
2016-09-12,葫芦岛,23,13,多云,3级,77
2016-09-13,葫芦岛,0,-4,多云,2级,76
2016-09-14,葫芦岛,17,-18,大雨,1级,48
2016-09-15,葫芦岛,28,22,晴,6级,86
2016-09-16,葫芦岛,5,20,阴,0级,15
2016-09-17,葫芦岛,-7,1,大雨,6级,46
2016-09-18,葫芦岛,-10,20,多云,4级,27
2016-09-19,葫芦岛,22,19,大雨,3级,16
2016-09-20,葫芦岛,24,-14,中雨,5级,87
2016-09-21,葫芦岛,3,-17,多云,0级,80
2016-09-22,葫芦岛,11,20,小雨,6级,98
2016-09-23,葫芦岛,9,-19,阴,2级,27
2016-09-24,葫芦岛,31,25,中雨,5级,21
2016-09-25,葫芦岛,0,17,晴,2级,55
2016-09-26,葫芦岛,23,-15,雪,4级,9
2016-09-27,葫芦岛,35,-6,小雨,0级,53
2016-09-28,葫芦岛,0,-8,晴,2级,13
2016-09-29,葫芦岛,18,-3,雪,0级,71
2016-09-30,葫芦岛,26,20,晴,0级,18
2016-10-01,葫芦岛,11,-11,多云,2级,57
2016-10-02,葫芦岛,19,9,大雨,0级,12
2016-10-03,葫芦岛,13,-2,雪,6级,82
2016-10-04,葫芦岛,28,-5,雪,0级,58
2016-10-05,葫芦岛,14,11,多云,1级,36
2016-10-06,葫芦岛,25,22,大雨,0级,37
2016-10-07,葫芦岛,0,-3,中雨,6级,98
2016-10-08,葫芦岛,8,19,中雨,3级,81
2016-10-09,葫芦岛,-5,12,大雨,1级,40
2016-10-10,葫芦岛,23,20,晴,1级,28
2016-10-11,葫芦岛,19,-14,大雨,1级,0
2016-10-12,葫芦岛,9,11,晴,0级,15
2016-10-13,葫芦岛,6,3,雪,6级,51
2016-10-14,葫芦岛,26,-1,多云,5级,16
2016-10-15,葫芦岛,23,-14,中雨,1级,2
2016-10-16,葫芦岛,25,7,多云,0级,82
2016-10-17,葫芦岛,26,4,晴,0级,89
2016-10-18,葫芦岛,17,15,雪,1级,61
2016-10-19,葫芦岛,-1,-3,晴,0级,29
2016-10-20,葫芦岛,-10,9,晴,3级,32
2016-10-21,葫芦岛,32,19,大雨,2级,62
2016-10-22,葫芦岛,10,21,大雨,2级,3
2016-10-23,葫芦岛,6,-5,阴,3级,86
2016-10-24,葫芦岛,24,-17,大雨,4级,81
2016-10-25,葫芦岛,-1,24,中雨,1级,16
2016-10-26,葫芦岛,8,-14,雪,4级,83
2016-10-27,葫芦岛,-4,15,多云,6级,95
2016-10-28,葫芦岛,23,-8,阴,6级,3
2016-10-29,葫芦岛,16,16,阴,6级,27
2016-10-30,葫芦岛,22,-17,阴,0级,52
2016-10-31,葫芦岛,18,5,小雨,5级,15
2016-11-01,葫芦岛,22,19,阴,4级,10
2016-11-02,葫芦岛,24,4,大雨,4级,84
2016-11-03,葫芦岛,27,19,雪,3级,92
2016-11-04,葫芦岛,27,-9,多云,5级,62
2016-11-05,葫芦岛,23,-20,中雨,0级,85
2016-11-06,葫芦岛,14,-1,小雨,6级,80
2016-11-07,葫芦岛,2,-8,雪,5级,92
2016-11-08,葫芦岛,9,-1,多云,2级,93
2016-11-09,葫芦岛,12,-3,多云,6级,14
2016-11-10,葫芦岛,1,23,大雨,2级,63
2016-11-11,葫芦岛,5,2,阴,5级,22
2016-11-12,葫芦岛,-8,24,多云,5级,30
2016-11-13,葫芦岛,2,24,小雨,6级,20
2016-11-14,葫芦岛,9,5,小雨,4级,2
2016-11-15,葫芦岛,18,6,晴,2级,43
2016-11-16,葫芦岛,23,0,雪,4级,72
2016-11-17,葫芦岛,27,-19,大雨,6级,69
2016-11-18,葫芦岛,2,0,雪,5级,37
2016-11-19,葫芦岛,28,9,小雨,6级,23
2016-11-20,葫芦岛,-9,-9,中雨,1级,84
2016-11-21,葫芦岛,31,3,中雨,2级,62
2016-11-22,葫芦岛,28,-17,阴,4级,2
2016-11-23,葫芦岛,-9,-1,雪,2级,38
2016-11-24,葫芦岛,3,11,中雨,3级,53
2016-11-25,葫芦岛,25,23,大雨,1级,36
2016-11-26,葫芦岛,8,0,晴,2级,31
2016-11-27,葫芦岛,31,23,大雨,4级,1
2016-11-28,葫芦岛,15,-9,雪,6级,46
2016-11-29,葫芦岛,30,-18,雪,3级,62
2016-11-30,葫芦岛,-6,-1,大雨,5级,50
2016-12-01,葫芦岛,21,19,多云,6级,35
2016-12-02,葫芦岛,-2,3,小雨,2级,6
2016-12-03,葫芦岛,31,7,中雨,4级,45
2016-12-04,葫芦岛,15,-13,多云,6级,48
2016-12-05,葫芦岛,4,-6,小雨,6级,53
2016-12-06,葫芦岛,9,5,雪,5级,59
2016-12-07,葫芦岛,14,-11,多云,1级,89
2016-12-08,葫芦岛,24,21,多云,2级,81
2016-12-09,葫芦岛,31,20,多云,4级,77
2016-12-10,葫芦岛,21,0,大雨,4级,60
2016-12-11,葫芦岛,28,-13,大雨,0级,15
2016-12-12,葫芦岛,35,-9,中雨,2级,38
2016-12-13,葫芦岛,5,-2,中雨,4级,67
2016-12-14,葫芦岛,8,4,雪,1级,85
2016-12-15,葫芦岛,17,10,阴,3级,95
2016-12-16,葫芦岛,-6,20,大雨,1级,43
2016-12-17,葫芦岛,-5,-10,晴,0级,71
2016-12-18,葫芦岛,23,11,多云,4级,23
2016-12-19,葫芦岛,6,-15,中雨,1级,25
2016-12-20,葫芦岛,0,1,晴,5级,53
2016-12-21,葫芦岛,2,-18,大雨,5级,6
2016-12-22,葫芦岛,19,12,阴,6级,72
2016-12-23,葫芦岛,14,18,多云,3级,59
2016-12-24,葫芦岛,34,-8,中雨,3级,99
2016-12-25,葫芦岛,20,23,阴,5级,89
2016-12-26,葫芦岛,33,10,小雨,6级,29
2016-12-27,葫芦岛,23,-11,阴,2级,71
2016-12-28,葫芦岛,1,12,阴,2级,24
2016-12-29,葫芦岛,17,4,小雨,0级,28
2016-12-30,葫芦岛,12,16,阴,0级,14
2016-12-31,葫芦岛,22,-11,多云,1级,77
2017-01-01,葫芦岛,27,19,多云,6级,45
2017-01-02,葫芦岛,17,-7,晴,5级,61
2017-01-03,葫芦岛,21,-9,阴,0级,94
2017-01-04,葫芦岛,10,-5,大雨,0级,33
2017-01-05,葫芦岛,4,4,雪,3级,72
2017-01-06,葫芦岛,23,9,晴,3级,23
2017-01-07,葫芦岛,34,-1,大雨,3级,82
2017-01-08,葫芦岛,21,20,中雨,0级,87
2017-01-09,葫芦岛,-7,23,中雨,0级,11
2017-01-10,葫芦岛,9,-3,晴,4级,47
2017-01-11,葫芦岛,11,13,多云,4级,74
2017-01-12,葫芦岛,-10,-13,大雨,1级,13
2017-01-13,葫芦岛,1,-18,多云,3级,32
2017-01-14,葫芦岛,0,4,多云,0级,34
2017-01-15,葫芦岛,23,4,阴,3级,75
2017-01-16,葫芦岛,18,-9,阴,6级,56
2017-01-17,葫芦岛,8,14,小雨,5级,52
2017-01-18,葫芦岛,20,-15,晴,5级,26
2017-01-19,葫芦岛,-7,18,晴,4级,69
2017-01-20,葫芦岛,5,9,小雨,0级,81
2017-01-21,葫芦岛,5,12,小雨,4级,21
2017-01-22,葫芦岛,8,-11,中雨,6级,34
2017-01-23,葫芦岛,35,3,大雨,6级,46
2017-01-24,葫芦岛,29,14,雪,0级,7
2017-01-25,葫芦岛,13,-3,雪,4级,46
2017-01-26,葫芦岛,19,22,阴,4级,74
2017-01-27,葫芦岛,5,14,小雨,2级,5
2017-01-28,葫芦岛,7,-2,中雨,6级,23
2017-01-29,葫芦岛,-1,12,小雨,4级,82
2017-01-30,葫芦岛,26,16,小雨,2级,72
2017-01-31,葫芦岛,14,-10,晴,1级,29
2017-02-01,葫芦岛,-9,25,小雨,6级,20
2017-02-02,葫芦岛,14,10,晴,5级,64
2017-02-03,葫芦岛,9,9,晴,5级,98
2017-02-04,葫芦岛,33,6,雪,1级,74
2017-02-05,葫芦岛,25,-10,阴,4级,64
2017-02-06,葫芦岛,21,-18,晴,2级,3
2017-02-07,葫芦岛,5,4,阴,6级,4
2017-02-08,葫芦岛,-4,8,多云,4级,58
2017-02-09,葫芦岛,-7,-15,大雨,2级,52
2017-02-10,葫芦岛,13,-10,小雨,5级,27
2017-02-11,葫芦岛,-8,24,雪,1级,63
2017-02-12,葫芦岛,29,1,小雨,6级,91
2017-02-13,葫芦岛,14,-7,晴,0级,19
2017-02-14,葫芦岛,30,5,中雨,3级,22
2017-02-15,葫芦岛,34,-18,雪,3级,51
2017-02-16,葫芦岛,29,-13,大雨,2级,79
2017-02-17,葫芦岛,18,12,雪,0级,24
2017-02-18,葫芦岛,26,-6,大雨,2级,6
2017-02-19,葫芦岛,14,-11,小雨,0级,12
2017-02-20,葫芦岛,4,17,晴,2级,89
2017-02-21,葫芦岛,19,-14,雪,6级,48
2017-02-22,葫芦岛,0,3,小雨,3级,26
2017-02-23,葫芦岛,33,5,阴,1级,71
2017-02-24,葫芦岛,15,5,阴,1级,49
2017-02-25,葫芦岛,24,-17,雪,3级,95
2017-02-26,葫芦岛,6,17,晴,6级,95
2017-02-27,葫芦岛,34,-6,多云,6级,90
2017-02-28,葫芦岛,10,-17,阴,0级,1
2017-03-01,葫芦岛,34,12,小雨,3级,48
2017-03-02,葫芦岛,13,-4,阴,2级,27
2017-03-03,葫芦岛,30,5,多云,0级,61
2017-03-04,葫芦岛,-5,-19,雪,4级,28
2017-03-05,葫芦岛,-10,-14,大雨,6级,80
2017-03-06,葫芦岛,-8,20,阴,1级,94
2017-03-07,葫芦岛,31,-19,小雨,3级,50
2017-03-08,葫芦岛,-9,-3,晴,4级,37
2017-03-09,葫芦岛,0,-11,阴,2级,87
2017-03-10,葫芦岛,4,13,小雨,6级,52
2017-03-11,葫芦岛,15,3,阴,3级,17
2017-03-12,葫芦岛,3,-20,晴,0级,18
2017-03-13,葫芦岛,34,4,中雨,6级,76
2017-03-14,葫芦岛,35,13,雪,4级,52
2017-03-15,葫芦岛,27,-6,小雨,3级,4
2017-03-16,葫芦岛,0,3,多云,1级,46
2017-03-17,葫芦岛,-5,5,多云,1级,29
2017-03-18,葫芦岛,33,25,晴,6级,56
2017-03-19,葫芦岛,11,19,阴,2级,79
2017-03-20,葫芦岛,5,-6,大雨,0级,15
2017-03-21,葫芦岛,-9,-16,晴,5级,84
2017-03-22,葫芦岛,12,8,中雨,5级,49
2017-03-23,葫芦岛,7,19,多云,5级,77
2017-03-24,葫芦岛,-9,0,大雨,2级,82
2017-03-25,葫芦岛,-6,24,阴,5级,49
2017-03-26,葫芦岛,10,17,多云,6级,69
2017-03-27,葫芦岛,22,19,多云,0级,95
